水泥品种,水泥强度,粉煤灰种类-依据地区,混凝土级配,水灰比,水泥用量（kg/m3）,粉煤灰掺量（%）,砂率,减水剂种类,减水剂掺量（%）,引气剂种类,引气剂掺量（%）,混凝土温度,R28（已整合）
3,52.5,15,3,0.45,181,45,28,10,0.6,2,0.7,9,43
3,52.5,15,2,0.45,222,56,34,10,0.6,1,1.1,12,43
3,52.5,15,3,0.45,181,45,28,10,0.6,1,3.5,13.5,43
3,52.5,17,2,0.37,240,60,33,4,0.6,1,3.5,10,43
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.45,9,43
3,42.5,15,2,0.45,236,59,33,10,0.6,1,1,11,43
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,13,43
3,42.5,15,3,0.4,190,48,28,5,0.8,1,2.3,6,43
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,7,43
3,42.5,15,2,0.41,261,65,34,5,0.8,1,1.4,14,43
3,42.5,17,3,0.45,169,57,28,5,0.8,1,1.4,6,43
3,42.5,15,2,0.41,294,74,44,5,0.8,1,0.8,9,43
3,42.5,15,2,0.41,248,83,42,5,0.8,1,0.4,12,43
3,42.5,17,1,0.45,247,82,44,5,0.8,1,0.4,14,43
3,42.5,17,2,0.42,276,69,37,5,0.8,3,0.6,28,43
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,7.3,43.1
3,52.5,17,2,0.4,290,73,44,10,0.8,2,0.2,9,43.1
3,52.5,15,2,0.45,217,54,34,10,0.6,1,1.2,13,43.1
3,52.5,17,2,0.45,215,54,33,4,0.6,1,3.5,13,43.1
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.4,12,43.1
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,15,43.1
3,42.5,17,2,0.45,215,54,33,4,0.6,1,3,7,43.1
3,42.5,15,2,0.45,222,56,33,10,0.6,1,0.9,15,43.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.2,11,43.1
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.7,6,43.1
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.4,10,43.1
3,42.5,15,2,0.41,244,61,32,10,0.6,1,1.2,12,43.1
3,42.5,18,2,0.45,222,56,33,10,0.6,1,1.4,13,43.1
1,42.5,15,2,0.45,222,56,33,10,0.6,1,1.7,7,43.1
1,42.5,15,1,0.45,258,64,39,10,0.6,1,0.9,6,43.1
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,14,43.1
3,42.5,15,2,0.45,294,73,49,6,0.6,1,0.6,17,43.1
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.6,14,43.1
3,42.5,15,2,0.41,265,66,42,5,0.8,1,0.4,12,43.1
3,42.5,17,2,0.42,276,69,37,5,0.8,3,0.6,28,43.1
3,52.5,14,2,0.35,306,15,35,10,0.6,2,0.65,8.9,43.2
3,52.5,7,2,0.42,266,67,42,3,0.65,2,0.9,11.3,43.2
3,42.5,15,2,0.45,226,97,43,3,0.6,2,0.4,11,43.2
3,42.5,15,2,0.45,252,63,43,3,0.6,1,0.8,6,43.2
3,42.5,15,2,0.41,236,59,32,10,0.6,1,1.1,17,43.2
1,42.5,18,3,0.45,169,42,28,5,0.8,1,2,6,43.2
3,42.5,15,2,0.41,244,61,32,10,0.6,1,1.2,12,43.2
3,42.5,18,2,0.45,228,57,33,4,0.6,1,1,12,43.2
3,42.5,15,2,0.41,244,61,32,10,0.6,1,1.2,14.5,43.2
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,16,43.2
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.4,9,43.2
1,42.5,15,3,0.45,188,47,28,10,0.6,1,2,9,43.2
1,42.5,15,2,0.41,263,66,32,5,0.8,1,1.4,7.5,43.2
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.9,13,43.2
3,42.5,15,2,0.4,230,58,34,5,0.8,1,1.6,13,43.2
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.9,12,43.2
3,42.5,15,2,0.4,230,58,34,5,0.8,1,1.3,10,43.2
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.7,12,43.2
3,42.5,15,3,0.45,169,57,28,5,0.8,1,1.4,16,43.2
3,42.5,15,2,0.41,275,69,43,5,0.8,1,1.5,9,43.2
3,42.5,17,2,0.41,294,74,44,5,0.8,1,1.2,9,43.2
3,42.5,15,2,0.41,271,68,42,5,0.8,1,1,27,43.2
3,42.5,17,2,0.45,245,61,43,5,0.8,3,0.6,30,43.2
3,42.5,17,2,0.41,261,65,34,5,0.6,3,2,12,43.2
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,15.6,43.3
3,52.5,7,3,0.45,152,65,30,10,0.7,2,0.75,13.5,43.3
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.6,5,43.3
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,3.2,43.3
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,6.8,43.3
3,52.5,15,3,0.45,181,45,28,10,0.6,2,0.6,10,43.3
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,13,43.3
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.2,13,43.3
3,42.5,18,2,0.45,245,61,43,5,0.8,1,0.5,6,43.3
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.8,13,43.3
1,42.5,15,2,0.43,279,93,48,6,0.6,1,1.6,12,43.3
3,42.5,15,2,0.45,294,73,49,6,0.6,1,0.6,7,43.3
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,11,43.3
3,42.5,15,3,0.45,169,57,28,5,0.8,1,1.4,11,43.3
3,42.5,15,2,0.41,265,66,42,5,0.8,1,1.2,9,43.3
3,42.5,15,2,0.41,294,74,44,5,0.8,1,1.2,9,43.3
3,42.5,15,2,0.41,285,71,44,5,0.8,1,0.8,11,43.3
3,42.5,17,2,0.41,261,65,34,5,0.6,1,2,12,43.3
3,42.5,17,2,0.41,271,68,42,5,0.8,1,0.8,14,43.3
3,42.5,17,1,0.37,329,82,42,5,0.8,3,0.5,8,43.3
3,52.5,16,3,0.45,174,44,28,10,0.6,2,0.75,11.2,43.4
3,52.5,15,3,0.45,181,45,28,10,0.6,2,0.7,10,43.4
3,52.5,15,2,0.45,217,54,34,10,0.6,2,0.55,15,43.4
3,52.5,15,2,0.45,217,54,34,10,0.6,1,1.3,16,43.4
3,52.5,15,2,0.45,215,54,33,10,0.6,1,1.3,11,43.4
1,42.5,18,2,0.43,241,80,43,5,0.8,1,1,7,43.4
3,42.5,15,2,0.43,279,93,48,5,0.8,1,1.6,7,43.4
3,42.5,15,1,0.45,242,60,38,10,0.6,1,0.8,12,43.4
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.4,7,43.4
3,42.5,15,2,0.4,230,58,34,5,0.8,1,1.3,9,43.4
3,42.5,17,1,0.45,247,82,44,5,0.8,1,0.5,8,43.4
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,13.5,43.5
3,52.5,15,2,0.45,222,56,33,10,0.6,1,1,12,43.5
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.4,6,43.5
3,42.5,15,2,0.37,268,67,32,10,0.7,1,1,13,43.5
3,42.5,17,3,0.45,174,44,28,4,0.6,1,3,6,43.5
3,42.5,15,3,0.45,188,47,28,10,0.6,1,1.1,14,43.5
3,42.5,15,2,0.37,240,60,33,8,0.6,1,1.6,15,43.5
3,42.5,15,2,0.4,230,58,34,5,0.8,1,2.3,9,43.5
3,42.5,15,2,0.41,261,65,34,5,0.6,1,1.4,14,43.5
3,42.5,17,2,0.41,265,66,42,5,0.8,1,0.6,10,43.5
3,52.5,13,2,0.45,217,54,36,10,0.7,2,0.6,15.5,43.6
3,52.5,16,3,0.45,178,44,29,10,0.6,2,0.9,18.4,43.6
3,52.5,16,3,0.4,248,28,28,10,0.7,2,0.6,10.2,43.6
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.1,11,43.6
3,52.5,17,2,0.33,269,67,32,4,0.6,1,3.5,10,43.6
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,6,43.6
3,42.5,7,3,0.45,174,44,28,4,0.6,1,3.6,6,43.6
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.4,13.5,43.6
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.2,7,43.6
3,42.5,17,2,0.45,294,73,49,6,0.6,1,0.6,9,43.6
3,42.5,15,2,0.45,294,73,49,6,0.6,1,0.6,9,43.6
3,42.5,17,2,0.45,210,90,43,5,0.8,1,0.8,14,43.6
3,42.5,17,2,0.41,265,66,42,5,0.8,1,0.8,10,43.6
3,42.5,15,2,0.37,296,74,41,5,0.8,1,0.8,14,43.6
3,42.5,15,2,0.41,294,74,44,5,0.8,1,0.2,13,43.6
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,16,43.6
3,52.5,8,3,0.5,134,35,33,10,0.7,2,0.5,1.2,43.7
3,52.5,7,2,0.5,155,83,37,10,0.7,2,0.8,4.7,43.7
3,52.5,3,2,0.45,219,55,36,10,0.7,2,0.7,16.4,43.7
3,52.5,17,2,0.45,219,55,35,10,0.7,2,0.5,14.5,43.7
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.1,12,43.7
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,15,43.7
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.8,7,43.7
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.4,12,43.7
3,42.5,17,2,0.45,215,54,33,10,0.6,1,1.3,12,43.7
3,42.5,18,2,0.41,250,63,33,10,0.6,1,1.3,10,43.7
1,42.5,15,2,0.33,288,72,32,5,0.8,1,2.2,7,43.7
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.3,10,43.7
3,42.5,17,2,0.45,209,69,33,5,0.8,1,1.4,7,43.7
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.4,9,43.7
3,42.5,15,2,0.41,261,65,34,5,0.6,1,1.4,13.5,43.7
3,42.5,15,2,0.37,278,92,40,5,0.8,1,1.2,14,43.7
3,42.5,17,2,0.41,261,65,34,5,0.6,3,2,12,43.7
3,52.5,7,2,0.4,290,73,42,3,0.7,2,0.5,11,43.8
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.2,11,43.8
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,9.5,43.8
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,9,43.8
3,52.5,15,2,0.45,215,54,33,10,0.6,1,1.4,15,43.8
3,42.5,17,3,0.37,203,51,28,8,0.6,1,3,7.5,43.8
3,42.5,15,2,0.45,252,63,43,3,0.6,1,0.9,12,43.8
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.9,10,43.8
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.6,6,43.8
3,42.5,17,2,0.43,279,93,48,6,0.6,1,0.6,9,43.8
3,42.5,15,2,0.37,309,77,40,5,0.8,1,0.8,9,43.8
3,42.5,17,2,0.41,265,66,42,5,0.8,1,1,9,43.8
3,42.5,15,2,0.37,278,92,40,5,0.8,1,1.2,14,43.8
3,42.5,15,2,0.41,248,83,42,5,0.8,1,0.3,13,43.8
3,42.5,17,2,0.41,261,65,34,5,0.8,3,1,14,43.8
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.8,7,43.9
3,52.5,7,2,0.4,204,51,35,10,0.7,2,0.65,9.9,43.9
3,52.5,15,2,0.45,215,54,33,10,0.6,1,1.4,12,43.9
3,42.5,15,2,0.37,240,60,33,8,0.6,2,1.3,7,43.9
3,42.5,18,2,0.43,273,68,44,5,0.8,1,0.3,11,43.9
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,16,43.9
3,42.5,15,2,0.45,209,69,33,5,0.8,1,2,10,43.9
3,42.5,17,2,0.43,279,93,48,6,0.6,1,0.6,9,43.9
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,12,43.9
3,42.5,17,2,0.37,278,92,40,5,0.8,1,1.2,13,43.9
3,42.5,15,2,0.41,294,74,44,5,0.8,1,0.6,14,43.9
3,42.5,17,1,0.45,247,82,44,5,0.8,1,0.7,14,43.9
3,52.5,15,2,0.45,215,54,33,10,0.6,1,3.5,11,44
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.4,12,44
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,12,44
3,42.5,15,2,0.4,264,66,32,10,0.6,2,0.65,14,44
3,42.5,15,2,0.41,236,59,32,10,0.6,1,1.3,15,44
1,42.5,18,1,0.45,263,66,44,5,0.8,1,0.3,9,44
1,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,5.5,44
1,42.5,15,2,0.41,263,66,32,5,0.8,1,2.3,7,44
3,42.5,15,2,0.4,240,60,34,5,0.8,1,1.31,6,44
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,8.5,44
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,10,44
3,42.5,17,2,0.45,209,69,33,5,0.8,1,1.4,8,44
3,42.5,17,1,0.45,247,82,44,5,0.8,1,0.7,12,44
3,42.5,17,2,0.45,222,56,33,10,0.6,1,1.4,8.5,44
3,42.5,15,2,0.41,275,69,43,5,0.8,1,0.8,8,44
3,42.5,17,2,0.41,265,66,42,5,0.8,1,0.8,10,44
3,42.5,17,2,0.37,309,77,40,5,0.8,1,0.8,23,44
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.6,11.5,44.1
3,52.5,7,3,0.4,210,53,29,10,0.7,2,0.65,3.1,44.1
3,52.5,7,2,0.42,266,67,42,3,0.6,2,0.5,16,44.1
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.4,13,44.1
3,42.5,18,2,0.43,273,68,44,5,0.8,1,0.6,20,44.1
3,42.5,18,2,0.43,273,68,44,5,0.8,1,0.4,16,44.1
3,42.5,15,2,0.41,244,61,32,10,0.6,1,1.2,13,44.1
3,42.5,18,3,0.48,146,63,30,10,0.6,1,1.5,12,44.1
3,42.5,18,2,0.45,245,61,43,5,0.8,1,1,11,44.1
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.8,16,44.1
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.7,12,44.1
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,7,44.1
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,12,44.1
3,42.5,15,2,0.37,270,68,35,5,0.8,1,1.4,9,44.1
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.4,8,44.1
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,12,44.1
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,19,44.1
3,42.5,17,2,0.45,225,75,43,5,0.8,1,1.2,9,44.1
3,42.5,17,2,0.41,271,68,43,5,0.8,1,1.2,9,44.1
3,42.5,17,1,0.37,335,84,42,5,0.8,1,1.1,14,44.1
3,52.5,14,3,0.45,182,20,30,10,0.6,2,0.8,4.4,44.2
3,52.5,14,2,0.35,306,15,35,10,0.6,2,0.8,9.7,44.2
3,52.5,13,3,0.45,174,44,31,10,0.7,2,0.7,18.5,44.2
3,52.5,11,2,0.45,226,56,37,2,0.6,2,0.5,7.7,44.2
3,52.5,17,3,0.45,171,43,29,10,0.6,2,0.6,9,44.2
3,42.5,15,2,0.37,240,60,33,7,0.6,1,1.3,8,44.2
3,42.5,15,2,0.37,240,60,33,8,0.6,2,0.3,7,44.2
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.7,7,44.2
1,42.5,15,2,0.43,241,80,43,5,0.8,1,1,9,44.2
3,42.5,15,2,0.41,244,61,32,10,0.6,1,1.3,17,44.2
1,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,9,44.2
1,42.5,15,2,0.45,222,56,33,10,0.6,1,1.6,8,44.2
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1,9,44.2
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.8,14,44.2
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.7,15,44.2
3,42.5,17,2,0.43,279,93,48,5,0.6,1,1,9,44.2
3,42.5,15,2,0.45,294,73,49,6,0.6,1,0.6,13,44.2
3,42.5,17,2,0.41,275,69,43,5,0.8,1,1.8,9,44.2
3,42.5,15,2,0.41,265,66,42,5,0.8,1,1.4,9,44.2
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,12,44.2
3,42.5,17,1,0.37,329,82,42,5,0.8,3,0.5,22,44.2
3,52.5,13,3,0.45,183,46,31,10,0.6,2,0.7,13,44.3
3,52.5,9,3,0.5,166,42,31,10,0.6,2,0.5,7,44.3
3,52.5,7,3,0.45,189,47,31,10,0.5,2,0.7,13.6,44.3
3,52.5,3,2,0.4,244,61,35,10,0.7,2,0.65,8,44.3
3,52.5,11,3,0.45,149,64,28,2,0.6,2,1.2,9.5,44.3
3,52.5,15,2,0.45,222,56,34,10,0.6,1,0.7,12,44.3
3,42.5,15,2,0.45,252,63,43,3,0.6,1,0.8,11,44.3
3,42.5,18,2,0.43,273,68,44,4,0.8,1,0.7,15,44.3
3,42.5,18,1,0.41,273,68,37,10,0.6,1,0.8,14,44.3
3,42.5,17,2,0.43,279,93,48,6,0.6,1,0.6,9,44.3
3,42.5,17,2,0.43,294,93,48,6,0.6,1,1.2,9,44.3
3,42.5,17,1,0.37,329,82,42,5,0.8,1,0.9,14,44.3
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.65,4.7,44.4
3,42.5,18,2,0.41,254,63,33,10,0.6,1,1.6,14,44.4
3,42.5,18,2,0.45,245,61,43,5,0.8,1,1.6,14,44.4
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.7,7,44.4
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,16,44.4
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,11,44.4
3,42.5,17,2,0.43,279,93,48,6,0.6,1,0.6,9,44.4
3,42.5,17,2,0.43,279,93,48,6,0.6,1,0.6,9,44.4
3,42.5,17,2,0.41,294,74,44,5,0.8,1,1.2,9,44.4
3,42.5,17,1,0.37,329,82,42,5,0.8,3,0.5,24,44.4
3,42.5,15,2,0.37,253,63,32,0,0,0,0,17,44.4
3,52.5,11,3,0.45,174,44,28,2,0.6,2,1.2,4.4,44.5
3,52.5,11,3,0.38,217,54,28.5,2,0.6,2,0.7,8,44.5
3,52.5,15,2,0.45,217,54,33,10,0.6,1,1.4,10,44.5
3,42.5,18,2,0.43,273,68,44,4,0.8,1,1,20,44.5
1,42.5,15,2,0.45,222,56,33,10,0.6,1,1.4,7,44.5
3,42.5,15,1,0.41,283,71,38,10,0.6,1,1.3,10,44.5
3,42.5,15,2,0.41,265,66,42,5,0.8,1,0.8,14,44.5
3,42.5,15,2,0.45,249,62,33,10,0.6,1,1.1,13,44.5
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,12,44.5
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,12,44.5
3,42.5,15,2,0.41,265,66,42,5,0.8,1,0.8,10,44.5
3,52.5,11,2,0.45,244,61,42,3,0.6,2,0.6,10,44.6
3,52.5,7,2,0.4,244,61,35,10,0.7,2,0.65,16.3,44.6
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,13.5,44.6
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,14,44.6
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.65,11,44.6
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.6,6,44.6
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.8,9,44.6
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,10.5,44.6
1,42.5,15,2,0.43,241,80,43,5,0.8,1,1.4,9,44.6
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,16,44.6
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,14,44.6
3,42.5,17,2,0.41,275,69,43,5,0.8,1,1,14,44.6
3,52.5,7,3,0.45,152,65,30,10,0.7,2,0.75,13.9,44.7
3,52.5,11,2,0.4,290,73,44,2,0.6,2,0.2,12.7,44.7
3,52.5,11,3,0.45,181,45,30,10,0.7,2,0.5,11.8,44.7
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.6,7,44.7
3,42.5,15,2,0.37,240,60,33,8,0.6,1,1.5,7.5,44.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,10,44.7
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.9,10,44.7
1,42.5,18,2,0.43,241,80,43,5,0.8,1,0.5,8,44.7
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,14,44.7
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,9,44.7
3,42.5,17,2,0.41,271,68,42,5,0.8,1,1,11,44.7
3,42.5,15,2,0.41,294,74,44,5,0.8,1,1.8,9,44.7
3,42.5,15,2,0.41,265,66,42,5,0.8,1,0.8,14,44.7
3,42.5,15,2,0.41,265,66,42,5,0.8,1,0.4,12,44.7
3,52.5,4,2,0.38,307,76,41,3,0.6,2,0.35,23.8,44.8
3,52.5,16,2,0.3,323,81,34,10,0.6,2,0.4,7.9,44.8
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,5.3,44.8
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,10.9,44.8
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,16.4,44.8
3,52.5,11,3,0.45,178,44,30,10,0.7,2,0.7,10.5,44.8
3,52.5,15,3,0.45,181,45,28,10,0.6,2,0.75,15,44.8
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.8,8,44.8
3,42.5,18,1,0.41,273,68,37,10,0.6,1,0.8,14,44.8
3,42.5,15,2,0.37,253,63,33,5,0.8,1,1.4,10,44.8
3,42.5,15,2,0.41,265,66,42,5,0.8,1,1,17,44.8
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.8,5.8,44.9
3,42.5,17,2,0.37,240,60,33,8,0.6,1,3,7,44.9
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,7,44.9
3,42.5,15,2,0.4,230,58,34,5,0.8,1,2.2,10,44.9
3,42.5,15,2,0.41,271,68,42,5,0.8,1,0.6,14,44.9
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.4,13,44.9
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.4,7.9,45
3,52.5,16,3,0.45,174,44,28,10,0.6,2,0.75,10.2,45
3,42.5,15,2,0.33,347,87,40,5,0.8,1,0.8,7,45
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,9,45
3,42.5,17,2,0.37,296,74,40,5,0.8,1,0.8,10,45
3,42.5,17,2,0.43,279,93,48,6,0.6,1,0.6,9,45
3,42.5,17,2,0.45,222,56,33,10,0.6,1,1.4,9,45
3,42.5,15,2,0.41,271,68,42,5,0.8,1,0.8,9,45
3,42.5,17,1,0.37,329,82,42,5,0.8,3,0.5,28,45
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.65,7.6,45.1
3,52.5,11,3,0.45,174,44,27,2,0.6,2,0.6,6.9,45.1
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,15.2,45.1
3,52.5,15,2,0.45,222,56,34,10,0.6,1,0.7,13.5,45.1
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,9,45.1
3,42.5,15,2,0.45,252,63,43,3,0.6,1,1,10,45.1
1,42.5,15,2,0.41,263,66,32,5,0.8,1,1.4,9,45.1
1,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,8,45.1
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,7,45.1
3,42.5,15,2,0.37,303,76,42,5,0.8,1,0.7,7,45.1
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,7,45.1
3,42.5,15,2,0.41,271,68,42,5,0.8,1,0.8,9,45.1
3,42.5,17,2,0.41,271,68,42,5,0.8,1,0.8,7,45.1
3,42.5,15,2,0.41,265,66,42,5,0.8,1,0.6,14,45.1
3,52.5,18,3,0.45,183,46,30,10,0.5,2,0.8,14.6,45.2
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,6,45.2
1,42.5,15,2,0.41,263,66,32,5,0.8,1,1.4,7.5,45.2
1,42.5,15,1,0.41,279,70,40,5,0.8,1,1,9.5,45.2
3,42.5,15,2,0.41,248,83,42,5,0.8,1,0.8,14,45.2
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,16,45.2
3,42.5,17,1,0.37,329,82,42,5,0.8,1,0.4,14,45.2
3,42.5,17,1,0.37,329,82,42,5,0.8,3,0.5,29,45.2
3,52.5,7,2,0.45,213,53.3,36,10,0.7,2,0.7,12.4,45.3
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,12,45.3
1,42.5,15,1,0.41,279,70,40,5,0.8,1,1,12.9,45.3
1,42.5,15,2,0.45,240,60,43,5,0.8,1,0.9,7,45.3
3,42.5,17,2,0.45,294,73,49,6,0.6,1,0.6,8.8,45.3
3,42.5,15,2,0.45,225,75,43,5,0.8,1,1,14,45.3
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,11.2,45.4
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,12.7,45.4
3,52.5,16,2,0.4,250,63,35,10,0.7,2,0.5,6.6,45.4
3,52.5,15,2,0.45,217,54,34,10,0.6,1,1.4,13,45.4
3,42.5,15,3,0.48,174,44,28,10,0.6,1,1.4,13,45.4
3,42.5,18,2,0.45,245,61,43,5,0.8,1,0.9,7,45.4
3,42.5,18,2,0.41,254,63,33,10,0.6,1,1.5,10,45.4
3,42.5,15,3,0.4,200,50,29,5,0.8,1,1.4,7,45.4
3,42.5,17,1,0.45,247,82,44,5,0.8,1,0.7,14,45.4
3,42.5,17,2,0.41,285,71,44,5,0.8,1,0.8,14,45.4
3,42.5,15,2,0.4,264,66,33,10,0.6,2,0.65,12,45.5
3,42.5,15,2,0.38,248,62,32.5,10,0.6,2,0.7,12,45.5
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,12,45.5
1,42.5,15,2,0.45,222,56,33,10,0.6,1,1.7,8,45.5
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,7,45.5
3,52.5,11,2,0.45,219,55,36,10,0.7,2,0.7,10.5,45.6
3,52.5,11,2,0.45,219,55,36,10,0.7,2,0.7,12.2,45.6
3,52.5,15,2,0.45,222,56,34,10,0.6,2,0.35,16,45.6
3,52.5,15,1,0.4,320,80,28,10,0.7,2,0.25,12,45.6
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.4,11,45.6
1,42.5,18,2,0.41,244,61,35,5,0.8,1,0.7,9,45.6
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.2,7,45.6
3,42.5,17,2,0.37,383,96,49,6,0.6,1,0.8,12,45.6
3,42.5,15,1,0.37,329,82,42,5,0.8,1,1,14,45.6
3,52.5,4,2,0.42,266,67,42,3,0.6,2,0.55,12.5,45.7
3,52.5,2,2,0.38,248,62,33.5,2,0.6,2,0.5,8.3,45.7
3,52.5,11,3,0.38,217,54,29.5,2,0.6,2,0.7,6.8,45.7
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,6.7,45.7
3,42.5,15,2,0.37,240,60,33,8,0.6,1,1.8,8,45.7
3,42.5,18,1,0.37,322,81,42,5,0.8,1,0.7,13,45.7
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.7,12,45.7
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,17,45.7
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,13,45.7
